product_id,name,category,color,material,price,currency,description,image_url,sizes,stock,in_stock,rating,reviews,sku,brand,slot,formality
BOSS00069,Beige Oversized Zip-Up Hoodie,Hoodies,Beige,Cotton Blend,169,€,Premium BOSS hoodies crafted from Cotton Blend. Modern fit with refined detailing.,images/hoodies/relaxed-fit_zip-neck_sweatshirt_with_quilted_jacquard_light_grey.jpg,"M,XXL,S,L,XL",34,True,4.9,161,HOO00069,BOSS,TOPS,CASUAL
BOSS00070,Black Relaxed-Fit Slim-Fit Hoodie,Hoodies,Black,Fleece,159,€,Premium BOSS hoodies crafted from Fleece. Modern fit with refined detailing.,images/hoodies/relaxed-fit_zip-neck_sweatshirt_with_quilted_jacquard_light_grey.jpg,"XXL,XL,L,XS,M",49,True,4.1,405,HOO00070,BOSS,TOPS,CASUAL
BOSS00071,Grey Regular-Fit Oversized Hoodie,Hoodies,Grey,Fleece,199,€,Premium BOSS hoodies crafted from Fleece. Modern fit with refined detailing.,images/hoodies/relaxed-fit_zip-neck_sweatshirt_with_quilted_jacquard_light_grey.jpg,"XXL,XS,L,S",70,True,4.2,340,HOO00071,BOSS,TOPS,CASUAL
BOSS00072,White Oversized Oversized Hoodie,Hoodies,White,Cotton Blend,229,€,Premium BOSS hoodies crafted from Cotton Blend. Modern fit with refined detailing.,images/hoodies/relaxed-fit_zip-neck_sweatshirt_with_quilted_jacquard_light_grey.jpg,"M,XS,XL,S,L",37,True,4.5,530,HOO00072,BOSS,TOPS,CASUAL
BOSS00073,White Slim-Fit Polo T-Shirt,T-Shirts,White,Pima Cotton,49,€,Premium BOSS t-shirts crafted from Pima Cotton. Modern fit with refined detailing.,"images/t-shirts/Stretch-cotton_T-shirt_with_logo_collar,_Black_8.jpg","XL,S,M,XXL",19,True,4.4,375,T-S00073,BOSS,TOPS,CASUAL
BOSS00074,Charcoal Slim-Fit V-Neck T-Shirt,T-Shirts,Charcoal,Organic Cotton,109,€,Premium BOSS t-shirts crafted from Organic Cotton. Modern fit with refined detailing.,"images/t-shirts/Paddy_polo_shirt_in_cotton_piqué,_Khaki_4.jpg","M,L,S,XS,XXL,XL",69,True,4.4,482,T-S00074,BOSS,TOPS,CASUAL
BOSS00075,Black Slim-Fit Crew Neck T-Shirt,T-Shirts,Black,Pima Cotton,49,€,Premium BOSS t-shirts crafted from Pima Cotton. Modern fit with refined detailing.,"images/t-shirts/Cotton-jersey_T-shirt_with_degradé_effect,_Blue_1.jpg","M,XL,XS,XXL",60,True,4.1,128,T-S00075,BOSS,TOPS,CASUAL
BOSS00076,Grey Relaxed-Fit Crew Neck T-Shirt,T-Shirts,Grey,Pima Cotton,69,€,Premium BOSS t-shirts crafted from Pima Cotton. Modern fit with refined detailing.,"images/t-shirts/Paddy_polo_shirt_in_cotton_piqué,_Khaki_3.jpg","XL,L,S,XS,M",91,True,4.3,690,T-S00076,BOSS,TOPS,CASUAL
BOSS00077,Burgundy Relaxed-Fit Logo T-Shirt,T-Shirts,Burgundy,Cotton,99,€,Premium BOSS t-shirts crafted from Cotton. Modern fit with refined detailing.,"images/t-shirts/Stretch-cotton_T-shirt_with_logo_collar,_Black_9.jpg","XL,S,M,XXL,XS",52,True,4.1,751,T-S00077,BOSS,TOPS,CASUAL
BOSS00078,Charcoal Relaxed-Fit V-Neck T-Shirt,T-Shirts,Charcoal,Pima Cotton,69,€,Premium BOSS t-shirts crafted from Pima Cotton. Modern fit with refined detailing.,"images/t-shirts/Paddy_polo_shirt_in_cotton_piqué,_Khaki_1.jpg","XXL,S,XL,M,L",51,True,4.1,679,T-S00078,BOSS,TOPS,CASUAL
